site,latitude,longitude,wmo,name,region,elevation,slope,soilA_field_cap,soilA_perm_wp,lai,soil_base_h,lai_w0,soilAO_w0,soilA_w0,sbase_w0,fire_prob,wind_prob,soilAO_c0,soilAO_n0,soilA_c0,soilA_n0,sbase_c0,sbase_n0,sigma,tmp_lapse_jan,tmp_lapse_feb,tmp_lapse_mar,tmp_lapse_apr,tmp_lapse_may,tmp_lapse_jun,tmp_lapse_jul,tmp_lapse_aug,tmp_lapse_sep,tmp_lapse_oct,tmp_lapse_nov,tmp_lapse_dec,prcp_lapse_jan,prcp_lapse_feb,prcp_lapse_mar,prcp_lapse_apr,prcp_lapse_may,prcp_lapse_jun,prcp_lapse_jul,prcp_lapse_aug,prcp_lapse_sep,prcp_lapse_oct,prcp_lapse_nov,prcp_lapse_dec
415,43.75,-121.75,0,CONUS_43.75_-121.75,USA,190.5,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,6.0,0.12,40.5,3.13,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,43.75,-121.25,0,CONUS_43.75_-121.25,USA,225.4,0,28.2,17.7,3.0,35.0,0.5,0.6,26.5,10.9,0,0,18.5,0.37,124.8,9.63,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,43.75,-115.75,0,CONUS_43.75_-115.75,USA,288.4,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,3.7,0.07,24.7,1.91,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,43.75,-115.25,0,CONUS_43.75_-115.25,USA,345.5,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,3.7,0.07,24.7,1.91,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,43.75,-114.75,0,CONUS_43.75_-114.75,USA,294.9,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,3.7,0.07,24.7,1.91,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,43.75,-114.25,0,CONUS_43.75_-114.25,USA,395.9,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,3.7,0.07,24.7,1.91,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,43.75,-111.25,0,CONUS_43.75_-111.25,USA,218.5,0,13.0,6.6,3.0,35.0,0.5,0.6,12.2,10.9,0,0,10.5,0.21,70.6,5.44,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,43.75,-110.75,0,CONUS_43.75_-110.75,USA,371.4,0,15.2,5.8,3.0,35.0,0.5,0.6,14.3,10.9,0,0,8.5,0.17,57.4,4.43,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,43.75,-110.25,0,CONUS_43.75_-110.25,USA,256.2,0,23.1,11.7,3.0,35.0,0.5,0.6,21.7,10.9,0,0,6.2,0.12,42.0,3.24,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,43.75,-109.75,0,CONUS_43.75_-109.75,USA,351.3,0,23.1,11.7,3.0,35.0,0.5,0.6,21.7,10.9,0,0,8.3,0.17,56.2,4.34,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,43.75,-103.75,0,CONUS_43.75_-103.75,USA,230.0,0,23.1,11.7,3.0,35.0,0.5,0.6,21.7,10.9,0,0,8.5,0.17,57.3,4.42,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,43.75,-92.25,0,CONUS_43.75_-92.25,USA,30.6,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,4.2,0.08,28.2,2.18,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,43.75,-91.75,0,CONUS_43.75_-91.75,USA,41.4,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,10.2,0.2,68.5,5.28,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,43.75,-88.25,0,CONUS_43.75_-88.25,USA,32.7,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,3.9,0.08,26.2,2.02,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,43.75,-87.75,0,CONUS_43.75_-87.75,USA,38.5,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,5.1,0.1,34.7,2.68,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,43.75,-86.75,0,CONUS_43.75_-86.75,USA,5.4,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,13.7,0.27,92.6,7.14,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,43.75,-86.25,0,CONUS_43.75_-86.25,USA,29.5,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,9.7,0.19,65.2,5.03,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,43.75,-85.75,0,CONUS_43.75_-85.75,USA,37.3,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.9,0.1,32.7,2.53,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,43.75,-85.25,0,CONUS_43.75_-85.25,USA,27.8,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.3,0.09,29.2,2.25,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,43.75,-84.75,0,CONUS_43.75_-84.75,USA,41.5,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.4,0.09,29.9,2.31,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,43.75,-84.25,0,CONUS_43.75_-84.25,USA,13.1,0,17.1,6.9,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.0,0.08,27.0,2.09,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,43.75,-83.75,0,CONUS_43.75_-83.75,USA,5.2,0,17.9,7.4,3.0,35.0,0.5,0.6,16.8,10.9,0,0,4.0,0.08,27.2,2.1,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,43.75,-83.25,0,CONUS_43.75_-83.25,USA,21.1,0,17.9,7.4,3.0,35.0,0.5,0.6,16.8,10.9,0,0,4.1,0.08,27.6,2.13,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,43.75,-82.75,0,CONUS_43.75_-82.75,USA,26.5,0,17.9,7.4,3.0,35.0,0.5,0.6,16.8,10.9,0,0,4.1,0.08,27.6,2.13,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,43.75,-76.25,0,CONUS_43.75_-76.25,USA,42.0,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,4.4,0.09,29.7,2.29,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,43.75,-75.75,0,CONUS_43.75_-75.75,USA,124.1,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.3,0.11,35.9,2.77,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,43.75,-75.25,0,CONUS_43.75_-75.25,USA,108.1,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.6,0.11,37.6,2.9,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,43.75,-74.75,0,CONUS_43.75_-74.75,USA,85.5,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,4.7,0.09,31.5,2.43,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,43.75,-74.25,0,CONUS_43.75_-74.25,USA,112.5,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,4.7,0.09,31.5,2.43,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,43.75,-73.75,0,CONUS_43.75_-73.75,USA,136.0,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,4.8,0.1,32.5,2.51,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,43.75,-73.25,0,CONUS_43.75_-73.25,USA,126.4,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.4,0.11,36.6,2.82,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,43.75,-72.75,0,CONUS_43.75_-72.75,USA,171.3,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.5,0.11,37.0,2.85,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,43.75,-72.25,0,CONUS_43.75_-72.25,USA,116.4,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.6,0.09,31.2,2.41,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,43.75,-71.75,0,CONUS_43.75_-71.75,USA,165.4,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.1,0.08,27.8,2.15,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,43.75,-71.25,0,CONUS_43.75_-71.25,USA,169.4,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.3,0.09,29.1,2.25,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,43.75,-70.75,0,CONUS_43.75_-70.75,USA,62.4,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.4,0.09,29.7,2.29,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,43.75,-70.25,0,CONUS_43.75_-70.25,USA,38.6,0,5.1,1.8,3.0,35.0,0.5,0.6,4.8,10.9,0,0,4.5,0.09,30.0,2.32,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,43.25,-124.25,0,CONUS_43.25_-124.25,USA,85.2,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,43.25,-123.75,0,CONUS_43.25_-123.75,USA,174.8,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,43.25,-123.25,0,CONUS_43.25_-123.25,USA,167.7,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,43.25,-122.75,0,CONUS_43.25_-122.75,USA,252.4,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,43.25,-122.25,0,CONUS_43.25_-122.25,USA,318.6,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.6,0.11,37.9,2.92,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,43.25,-121.75,0,CONUS_43.25_-121.75,USA,146.5,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.9,0.12,40.0,3.09,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,43.25,-121.25,0,CONUS_43.25_-121.25,USA,160.4,0,28.2,17.7,3.0,35.0,0.5,0.6,26.5,10.9,0,0,15.7,0.31,105.7,8.15,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,43.25,-111.25,0,CONUS_43.25_-111.25,USA,264.0,0,15.0,5.8,3.0,35.0,0.5,0.6,14.1,10.9,0,0,6.1,0.12,41.0,3.16,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,43.25,-110.75,0,CONUS_43.25_-110.75,USA,311.1,0,15.0,5.8,3.0,35.0,0.5,0.6,14.1,10.9,0,0,5.4,0.11,36.5,2.81,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,43.25,-110.25,0,CONUS_43.25_-110.25,USA,281.9,0,13.0,6.6,3.0,35.0,0.5,0.6,12.2,10.9,0,0,4.6,0.09,30.9,2.39,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,43.25,-91.75,0,CONUS_43.25_-91.75,USA,33.5,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,3.6,0.07,24.0,1.85,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,43.25,-91.25,0,CONUS_43.25_-91.25,USA,52.3,0,13.6,7.1,3.0,35.0,0.5,0.6,12.8,10.9,0,0,3.7,0.07,25.2,1.95,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,43.25,-90.75,0,CONUS_43.25_-90.75,USA,42.1,0,13.6,7.1,3.0,35.0,0.5,0.6,12.8,10.9,0,0,5.3,0.11,35.6,2.74,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,43.25,-86.25,0,CONUS_43.25_-86.25,USA,15.2,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,14.6,0.29,98.1,7.57,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,43.25,-85.75,0,CONUS_43.25_-85.75,USA,25.3,0,14.1,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,11.9,0.24,80.0,6.17,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,43.25,-85.25,0,CONUS_43.25_-85.25,USA,14.5,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,6.3,0.13,42.2,3.25,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,43.25,-84.75,0,CONUS_43.25_-84.75,USA,18.6,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.4,0.09,29.6,2.29,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,43.25,-84.25,0,CONUS_43.25_-84.25,USA,15.1,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.3,0.09,28.7,2.22,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,43.25,-83.75,0,CONUS_43.25_-83.75,USA,20.4,0,17.9,7.4,3.0,35.0,0.5,0.6,16.8,10.9,0,0,3.9,0.08,26.0,2.01,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,43.25,-83.25,0,CONUS_43.25_-83.25,USA,16.6,0,13.6,7.1,3.0,35.0,0.5,0.6,12.8,10.9,0,0,3.5,0.07,23.9,1.85,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,43.25,-82.75,0,CONUS_43.25_-82.75,USA,18.6,0,17.9,7.4,3.0,35.0,0.5,0.6,16.8,10.9,0,0,3.8,0.08,25.9,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,43.25,-75.75,0,CONUS_43.25_-75.75,USA,92.1,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,4.6,0.09,30.8,2.38,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,43.25,-74.75,0,CONUS_43.25_-74.75,USA,155.9,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,4.2,0.08,28.0,2.16,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,43.25,-74.25,0,CONUS_43.25_-74.25,USA,140.5,0,12.3,6.5,3.0,35.0,0.5,0.6,11.6,10.9,0,0,4.5,0.09,30.1,2.32,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,43.25,-73.75,0,CONUS_43.25_-73.75,USA,149.2,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.4,0.11,36.2,2.8,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,43.25,-73.25,0,CONUS_43.25_-73.25,USA,194.8,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.2,0.1,35.1,2.71,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,43.25,-72.75,0,CONUS_43.25_-72.75,USA,162.4,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,4.9,0.1,32.9,2.54,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,43.25,-72.25,0,CONUS_43.25_-72.25,USA,120.3,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.4,0.09,29.5,2.28,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,43.25,-71.75,0,CONUS_43.25_-71.75,USA,93.7,0,17.1,7.3,3.0,35.0,0.5,0.6,16.1,10.9,0,0,4.5,0.09,30.0,2.31,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,43.25,-70.75,0,CONUS_43.25_-70.75,USA,45.7,0,14.9,6.7,3.0,35.0,0.5,0.6,14.0,10.9,0,0,5.4,0.11,36.6,2.82,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,42.75,-124.25,0,CONUS_42.75_-124.25,USA,224.9,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,42.75,-123.75,0,CONUS_42.75_-123.75,USA,246.1,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.4,0.11,36.7,2.83,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,42.75,-123.25,0,CONUS_42.75_-123.25,USA,230.3,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.4,0.11,36.4,2.81,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,42.75,-122.75,0,CONUS_42.75_-122.75,USA,274.3,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,42.75,-122.25,0,CONUS_42.75_-122.25,USA,365.2,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,42.75,-121.75,0,CONUS_42.75_-121.75,USA,120.5,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.4,0.11,36.6,2.82,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,42.75,-121.25,0,CONUS_42.75_-121.25,USA,171.3,0,30.6,19.1,3.0,35.0,0.5,0.6,28.7,10.9,0,0,7.1,0.14,48.0,3.71,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,42.75,-120.75,0,CONUS_42.75_-120.75,USA,309.9,0,28.2,17.7,3.0,35.0,0.5,0.6,26.5,10.9,0,0,13.8,0.28,92.9,7.17,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,42.75,-111.25,0,CONUS_42.75_-111.25,USA,186.3,0,15.0,5.8,3.0,35.0,0.5,0.6,14.1,10.9,0,0,7.7,0.15,51.8,4.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,42.75,-110.75,0,CONUS_42.75_-110.75,USA,339.9,0,15.0,5.8,3.0,35.0,0.5,0.6,14.1,10.9,0,0,7.2,0.14,48.5,3.74,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,42.75,-109.25,0,CONUS_42.75_-109.25,USA,399.3,0,14.0,8.0,3.0,35.0,0.5,0.6,13.2,10.9,0,0,7.0,0.14,47.0,3.62,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,42.75,-91.25,0,CONUS_42.75_-91.25,USA,41.8,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.5,0.09,30.0,2.32,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,42.75,-90.75,0,CONUS_42.75_-90.75,USA,41.1,0,19.3,9.2,3.0,35.0,0.5,0.6,18.1,10.9,0,0,4.9,0.1,33.3,2.57,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,42.75,-86.25,0,CONUS_42.75_-86.25,USA,12.4,0,25.7,14.9,3.0,35.0,0.5,0.6,24.1,10.9,0,0,5.3,0.11,36.0,2.78,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,42.75,-85.75,0,CONUS_42.75_-85.75,USA,19.8,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,5.3,0.11,35.6,2.75,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,42.75,-85.25,0,CONUS_42.75_-85.25,USA,21.6,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,5.0,0.1,33.8,2.61,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,42.75,-84.75,0,CONUS_42.75_-84.75,USA,19.2,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.2,0.08,28.3,2.18,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,42.75,-84.25,0,CONUS_42.75_-84.25,USA,17.4,0,18.8,8.3,3.0,35.0,0.5,0.6,17.7,10.9,0,0,4.3,0.09,29.2,2.25,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,42.75,-73.25,0,CONUS_42.75_-73.25,USA,183.3,0,17.9,7.4,3.0,35.0,0.5,0.6,16.8,10.9,0,0,4.2,0.08,28.1,2.17,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,42.75,-72.75,0,CONUS_42.75_-72.75,USA,187.7,0,17.9,7.4,3.0,35.0,0.5,0.6,16.8,10.9,0,0,4.1,0.08,27.6,2.13,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,42.75,-72.25,0,CONUS_42.75_-72.25,USA,88.3,0,17.9,7.4,3.0,35.0,0.5,0.6,16.8,10.9,0,0,4.1,0.08,27.6,2.13,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,42.75,-71.75,0,CONUS_42.75_-71.75,USA,109.0,0,17.9,7.4,3.0,35.0,0.5,0.6,16.8,10.9,0,0,4.1,0.08,27.6,2.13,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,42.25,-124.25,0,CONUS_42.25_-124.25,USA,266.6,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.5,0.11,37.3,2.88,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,42.25,-123.75,0,CONUS_42.25_-123.75,USA,242.1,0,22.2,12.5,3.0,35.0,0.5,0.6,20.9,10.9,0,0,5.3,0.11,35.6,2.75,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
